,property_name,society,price,per_sqft,bedroom,bathroom,configuration,area,area_with_type,area_type,floor_number,facing,age_possession,furnish_details,balcony,additional_rooms,features,description,address,location,nearby_location,property_type
1936,"4 Bedroom House in Block S Uppals Southend, Gurgaon","4 Bedroom House in Block S Uppals Southend, Gurgaon",₹11.5 Cr,"₹41,086 /sqft",4.0,4.0,4 BHK,2799.0,"2,799 sqft",,,North-East,RESALE,,3.0,,Garden,"Check out this 4 bhk house for sale in block s uppals southend, a popular residential locality that contains many of the in-Demand properties in gurgaon. This residential house is located close to close to metro station, close to school and close to hospital. The floor plan additionally contains 4 bedrooms, 4 bathrooms and more than 3 balconies. All in all, the independent house is spread over ...","Block S Uppals Southend, Gurgaon","Block S Uppals Southend, Gurgaon",North-East Facing Private Garden,House
1937,"9 Bedroom House in DLF Phase 2, Gurgaon","9 Bedroom House in DLF Phase 2, Gurgaon",₹16 Cr,"₹35,414 /sqft",9.0,10.0,9 BHK,4518.0,"4,518 sqft",,,,RESALE,,,,Lift,"Available for sale 9 bhk floor wise independent house in dlf city phase 2, well maintained house with lift . On 12 mtr wide road. Connective mg road and nh- 8. For more details call us..","DLF Phase 2, Gurgaon","DLF Phase 2, Gurgaon",Gated Society Corner Property,House
1938,"5 Bedroom House in DLF Phase 2, Gurgaon","5 Bedroom House in DLF Phase 2, Gurgaon",₹15 Cr,"₹55,556 /sqft",5.0,6.0,5 BHK,2700.0,"2,700 sqft",,,,RESALE,,,,Lift,"Available for sale 5 bhk duplex livable kothi in dlf city phase 2, With lift bmt+ gf+ff+sf, well maintained gated lane, 12 mtr wide road, connective from nh-8 and mg road. Walking distance from metro station and market. For more details call us...",DLF Phase 2,DLF Phase 2,Gated Society Overlooking Main Road,House
1939,"6 Bedroom House in DLF Phase 2, Gurgaon","6 Bedroom House in DLF Phase 2, Gurgaon",₹20 Cr,"₹62,500 /sqft",6.0,6.0,6 BHK,3200.0,"3,200 sqft",Built-up,,,RESALE,,,,"Parking, Swimming Pool, Intercom, Park","6 bhk duplex villa in emaar mgf the vilas by emaar mgf is nominally priced and is very conveniently located. The surroundings provide access to facilities like hospitals, schools, banks, convenience store etc. Ensures comfortable lifestyle of unmatched quality through amenities like multipurpose room, car parking, maintenance staff, sports facility, intercom, swimming pool that are best in clas...",Emaar MGF The Vilas,Emaar MGF The Vilas,Gated Society Overlooking Main Road,House
1940,"3 Bedroom House in Rajendra Park, Gurgaon","3 Bedroom House in Rajendra Park, Gurgaon",₹1.4 Cr,"₹16,279 /sqft",3.0,3.0,3 BHK,900.0,900 sqft,,,,RESALE,,,,Park,"Rajendra park is one of gurgaon's most sought after destination for residential houses and this 3 bhk house in rajendra park is your opportunity to be a part of this community. The property's proximity to landmarks like close to metro station, close to hospital, close to railway station and close to market makes it ideal property for families. The house has over super built up area of 780 sq.Ft...",urban homes,urban homes,Huda City centre Nearby Chiraga hospital Nearby,House
1941,"5 Bedroom House in Ashok Vihar Phase 1, Gurgaon","5 Bedroom House in Ashok Vihar Phase 1, Gurgaon",₹1.82 Cr,"₹12,639 /sqft",5.0,4.0,5 BHK,1440.0,"1,440 sqft",,,,RESALE,,1.0,,,"Are you planning to buy your dream home? You can consider this well-Built 5 bhk house for sale in ashok vihar phase 1, gurgaon and make it your new address. This residential house is located close to close to metro station, close to hospital, close to market and close to railway station. The floor plan additionally contains 5 bedrooms, 4 bathrooms and 1 balcony. All in all, the independent hous...","Ashok Vihar Phase 1, Gurgaon","Ashok Vihar Phase 1, Gurgaon",Upcoming rapid metro Nearby Medanta hospital Nearby,House
1942,"10 Bedroom House in Block C, Sushant Lok Phase 1, Gurgaon","10 Bedroom House in Block C, Sushant Lok Phase 1, Gurgaon",₹6.75 Cr,"₹70,093 /sqft",10.0,10.0,10 BHK,963.0,963 sqft,,,,RESALE,Fully Furnished,,,"Parking, Park",Plot size 700 sq ft with 10 fully furnished apartments Stilt parking with four floor. Park facing building with monthly rental of 340000/- Per month approximately. Quality of construction of a grade. All items in this building are of premium brands. Structural strength: Saria: Rathi shaktiman xl Bricks: No.1 grade up & haryana mix (7500-7800 per 1000) Cement: Jk super & ultratech Bathroom & plu...,"Block C, Sushant Lok Phase 1, Gurgaon","Block C, Sushant Lok Phase 1, Gurgaon",Huda Metro within 500m DPS within 1km,House
1943,"4 Bedroom House in Sector 66, Gurgaon","4 Bedroom House in Sector 66, Gurgaon",₹13.2 Cr,"₹23,487 /sqft",4.0,5.0,4 BHK,5620.0,"5,620 sqft",,,East,RESALE,,,,Garden,"Wishing to settle down in an individual house with your family? This well-Built and spacious 4 bhk house for sale in sector 66 gurgaon seems to be an ideal choice for a peaceful abode for a family. Another plus point for the house is that it is situated near close to metro station, close to school and close to market. Constructed on a super built up area of 5620 sq.Ft., this house comprises 4 b...",Emaar MGF Marbella,Emaar MGF Marbella,East Facing Private Garden,House
1944,"8 Bedroom House in DLF Cyber City, Gurgaon","8 Bedroom House in DLF Cyber City, Gurgaon",₹8.95 Cr,"₹40,590 /sqft",8.0,8.0,8 BHK,2205.0,"2,205 sqft",,,,RESALE,,,,Garden,There is independent house in dlf phase 2 with noc pre rented and it can be self use. Rent is coming approximately 2lakh fifty thousand.,"DLF Cyber City, Gurgaon","DLF Cyber City, Gurgaon",Private Garden Rain Water Harvesting,House
1945,"4 Bedroom House in DLF Cyber City, Gurgaon","4 Bedroom House in DLF Cyber City, Gurgaon",₹9 Cr,"₹40,816 /sqft",4.0,4.0,4 BHK,2205.0,"2,205 sqft",,,North-East,RESALE,,3.0,,"Parking, Garden, Park","Looking to buy an independent house in gurgaon? Do check out this 4 bhk house in dlf cyber city, which is an ideal choice for a family. This house occupies a super built up area of 245 sq.Yards and contains 4 bedrooms, 4 bathrooms and 3 balconies. The houses comes with dedicated 3 open parking space(s) where you can easily park your vehicle(s). Being a ready to move house, you can expect immedi...","DLF Cyber City, Gurgaon","DLF Cyber City, Gurgaon",North-East Facing Private Garden,House
1946,"6 Bedroom House in Palam Vihar, Gurgaon","6 Bedroom House in Palam Vihar, Gurgaon",₹7.8 Cr,"₹32,099 /sqft",6.0,6.0,6 BHK,2430.0,"2,430 sqft",,,,RESALE,,,,Park,270 sq yard house/villa available for sale in palam vihar gurugram. Kindly contact us for more details and site visit.,"Palam Vihar, Gurgaon","Palam Vihar, Gurgaon",DPSG SCHOOL within 2km PARK HOSPITAL within 1km,House
1947,"4 Bedroom House in Sector 82, Gurgaon","4 Bedroom House in Sector 82, Gurgaon",₹5.9 Cr,"₹2,40,816 /sqft",4.0,5.0,4 BHK,245.0,245 sqft,,,North,RESALE,,,,Garden,This property is located at good location with spacious interior I have many inventories,Vatika Signature Villas,Vatika Signature Villas,North Facing Private Garden,House
1948,"3 Bedroom House in DLF Phase 5, Gurgaon","3 Bedroom House in DLF Phase 5, Gurgaon",₹3.5 Cr,"₹1,29,629 /sqft",3.0,3.0,3 BHK,270.0,270 sqft,,,East,RESALE,,,,Power Backup,This is dlf property in gated society all facilities available grocery power backup every lane is gard and only one entry and one exit pet friendly all spots available under society dlf club also available in front of society lancers school available in walking distance 100 percent power backup by dlf,DLF Exclusive Floors,DLF Exclusive Floors,East Facing Lancer international school within 250m,House
1949,"4 Bedroom House in Sushant Lok 2,Sector 55, Gurgaon","4 Bedroom House in Sushant Lok 2,Sector 55, Gurgaon",₹14.5 Cr,"₹53,704 /sqft",4.0,4.0,4 BHK,2700.0,"2,700 sqft",,4,,RESALE,,,,"Parking, Garden, Park","Available for sale300 sq,ryd stilt +4 floor sale in sector 55 gurgugram par floor is 4bhk 8 parking near by repid metro golf course road mor info call",sector 55 gurugram,sector 55 gurugram,Private Garden Overlooking Park,House
1950,"16 Bedroom House in Sector 43, Gurgaon","16 Bedroom House in Sector 43, Gurgaon",₹7.45 Cr,"₹48,693 /sqft",16.0,16.0,16 BHK,1530.0,"1,530 sqft",,,North,RESALE,,,,,"It is prime location 16bhk building for sale in sector 43,",Huda Flats,Huda Flats,North Facing Gated Society,House
1951,"7 Bedroom House in Greenwood City, Gurgaon","7 Bedroom House in Greenwood City, Gurgaon",₹17.5 Cr,"₹38,888 /sqft",7.0,8.0,7 BHK,4500.0,"4,500 sqft",Built-up,,,RESALE,,,,,"500 sq yards luxury villa for sale in greenwood city gurgaon Property features: Bedrooms: 7 luxurious bedrooms with attached bathrooms, offering ultimate comfort. Living areas: Expansive living and dining areas with high ceilings, large windows, and premium flooring. Kitchen: Fully equipped modular kitchen with high-End appliances, ample storage, and sleek finishes. Outdoor space: Private garde...",Spacious Villa,Spacious Villa,,House
1952,"10 Bedroom House in DLF Phase 4, Gurgaon","10 Bedroom House in DLF Phase 4, Gurgaon",₹13 Cr,"₹40,123 /sqft",10.0,11.0,10 BHK,3240.0,"3,240 sqft",,,North-East,RESALE,,,,,"This 10 bhk house for sale in dlf phase 4, a well planned locality in gurgaon, is ideal for a family that is looking for complete peace of mind. The property's proximity to landmarks like close to metro station, close to school, close to hospital and close to market makes it ideal property for families. Constructed on a super built up area of 360 sq.Yards, this house comprises 10 bedrooms, 11 b...","DLF Phase 4, Gurgaon","DLF Phase 4, Gurgaon",North-East Facing DLF Galleria Nearby,House
1953,"4 Bedroom House in Sector 50, Gurgaon","4 Bedroom House in Sector 50, Gurgaon",₹8.25 Cr,"₹38,194 /sqft",4.0,7.0,4 BHK,2160.0,"2,160 sqft",,,East,RESALE,,,,"Garden, Gated Community",Hi. A very well-Maintained villa is available for sale in a gated community of mayfield garden block c on an 18 mtr wide road. Contact for more details.,Mayfield Gardens,Mayfield Gardens,East Facing Private Garden,House
1954,"8 Bedroom House in Nirvana Country, Gurgaon","8 Bedroom House in Nirvana Country, Gurgaon",₹20.99 Cr,"₹53,005 /sqft",8.0,9.0,8 BHK,3960.0,"3,960 sqft",,,North,RESALE,,,,Garden,"Private buildup villa, basement + ground floor + first floor + second floor + terrace + servant etc......",Unitech Espace,Unitech Espace,North Facing Private Garden,House
1955,"9 Bedroom House in Sector 47, Gurgaon","9 Bedroom House in Sector 47, Gurgaon",₹9 Cr,"₹40,000 /sqft",9.0,9.0,9 BHK,2250.0,"2,250 sqft",,,North,RESALE,,,,Garden,This is nice property and location is very best,society,society,North Facing Private Garden,House
1956,"4 Bedroom House in B Block Pocket B Palam Vihar, Gurgaon","4 Bedroom House in B Block Pocket B Palam Vihar, Gurgaon",₹4.75 Cr,"₹30,507 /sqft",4.0,4.0,4 BHK,1557.0,"1,557 sqft",Covered,,,RESALE,,2.0,,"Parking, Park","This 4 bhk house for sale in b block pocket b palam vihar is an ideal abode for a family. Even better, it is situated in one of the prominent localities of gurgaon. This house occupies a super built up area of 173 sq.Yards and contains 4 bedrooms, 4 bathrooms and 2 balconies. There are 2 covered & 2 open parking available with this house. Being a ready to move house, you can expect immediate po...","B Block Pocket B Palam Vihar, Gurgaon","B Block Pocket B Palam Vihar, Gurgaon",,House
1957,"3 Bedroom House in Sector 89, Gurgaon","3 Bedroom House in Sector 89, Gurgaon",₹1.63 Cr,"₹10,866 /sqft",3.0,3.0,3 BHK,1500.0,"1,500 sqft",,,North-East,RESALE,,3.0,,Garden,"On the lookout for a spacious house in gurgaon? Go for this 3 bhk house for sale in sector 89 gurgaon, a well-Connected locality within gurgaon. The house has over super built up area of 1500 sq.Ft. And comes with 3 bedrooms, 3 bathrooms and 3 balconies. This is a ready to move house, which is 0-1 year old. The ownership right of this property is freehold. This spacious house can be all yours a...",Smart World Gems,Smart World Gems,North-East Facing Private Garden,House
1958,"5 Bedroom House in Sector 33, Gurgaon","5 Bedroom House in Sector 33, Gurgaon",₹16 Cr,"₹35,556 /sqft",5.0,5.0,5 BHK,4500.0,"4,500 sqft",,,,RESALE,,,,Garden,"A gorgeous villa with a north facing entrance, nestled amidst lush green gardens in the front & west side, reflects through its features sheer opulence. The 5bhk+1(Suite) + sizable kitchen + home office + meditation or puja room ,villa is strategically located at dlf alameda, sector 73 gurgaon. Dont let this opportunity pass you by! *property specifications* Plot area 538 sq. Yard ground plus 2...",Unitech Uniworld Resorts,Unitech Uniworld Resorts,,House
1959,"6 Bedroom House in Sector 57, Gurgaon","6 Bedroom House in Sector 57, Gurgaon",₹6.18 Cr,"₹28,611 /sqft",6.0,6.0,6 BHK,2160.0,"2,160 sqft",,,,RESALE,,,,Garden,240sq.Yd 6bhk indipendent floor wise house for sale in sector -57 gurgaon gated pocket 9mtr road south west facing more details call us..,"Sector 57, Gurgaon","Sector 57, Gurgaon",Private Garden HDFC SCHOOL within 500m,House
1960,"3 Bedroom House in Uppals Southend, Gurgaon","3 Bedroom House in Uppals Southend, Gurgaon",₹7.25 Cr,"₹35,331 /sqft",3.0,3.0,3 BHK,2052.0,"2,052 sqft",,,North,RESALE,,,,Garden,Well maintained villa available for sale in gated society uppal southend sector 48 gurgaon. Large room sizes . Plz contact for more details,Uppal Southend,Uppal Southend,North Facing Private Garden,House
1961,"13 Bedroom House in South City 2, Gurgaon","13 Bedroom House in South City 2, Gurgaon",₹3.49 Cr,"₹64,630 /sqft",13.0,13.0,13 BHK,540.0,540 sqft,,,South,RESALE,Fully Furnished,,,,,"South City 2, Gurgaon","South City 2, Gurgaon",Overlooking Main Road Vitrified Flooring,House
1962,"5 Bedroom House in DLF Phase 2, Gurgaon","5 Bedroom House in DLF Phase 2, Gurgaon",₹25.5 Cr,"₹78,704 /sqft",5.0,6.0,5 BHK,3240.0,"3,240 sqft",,,North-East,RESALE,,,,"Club House, Lift","5bhk, duplex villas plot size 360yd. Buildtup area 6350sqft. Gaited sociaty dlf phase 2. Near sikander pur metro staition wood work compleet, cheq full. Bmt+ ground / frist & sekend floor with lift, 24 over sequrity all amminetige club house",Emaar MGF The Vilas,Emaar MGF The Vilas,North-East Facing Gated Society,House
1963,"4 Bedroom House in Sector 66, Gurgaon","4 Bedroom House in Sector 66, Gurgaon",₹14 Cr,"₹58,260 /sqft",4.0,4.0,4 BHK,2403.0,"2,403 sqft",,,North-East,RESALE,,,,Garden,4bhk nice villa with garden...Green environment villa,Emaar MGF Marbella,Emaar MGF Marbella,North-East Facing Private Garden,House
1964,"8 Bedroom House in Malibu Town, Gurgaon","8 Bedroom House in Malibu Town, Gurgaon",₹14.85 Cr,"₹26,873 /sqft",8.0,6.0,8 BHK,5526.0,"5,526 sqft",,,North-East,RESALE,,,,"Gym, Garden, Security, Gated Community",614 sq yds. 7 bhk well maintained kothi available for sale in malibu town sector 47 sohna road gurgaon prime location gated community 3 layer security ultra high and specious wooden and italian flooring gymnasium: A world-Class gym facility equipped with the latest equipment and experienced trainers is available for residents. Sports courts: The community includes outdoor courts for sports like...,Malibu Towne,Malibu Towne,North-East Facing Private Garden,House
1965,"5 Bedroom House in Block-A, DLF City Phase 1, Gurgaon","5 Bedroom House in Block-A, DLF City Phase 1, Gurgaon",₹22.49 Cr,"₹49,978 /sqft",5.0,6.0,5 BHK,4500.0,"4,500 sqft",Covered,,,RESALE,,3.0,,"Parking, Garden, Park","Do you wish to buy an independent house in block-A, dlf city phase 1, gurgaon. This 5 bhk house looks like an ideal choice for somebody looking for peace of mind. The house has over super built up area of 500 sq.Yards and comes with 5 bedrooms, 6 bathrooms and 3 balconies. This 5 bhk house comes attached with 2 covered and 2 open parking for your vehicle(s). This is a ready to move house, which...","Block-A, DLF City Phase 1, Gurgaon","Block-A, DLF City Phase 1, Gurgaon",Private Garden Gated Society,House
1966,"10 Bedroom House in Sector 48, Gurgaon","10 Bedroom House in Sector 48, Gurgaon",₹5.6 Cr,"₹32,407 /sqft",10.0,10.0,10 BHK,1728.0,"1,728 sqft",,,,RESALE,,,,"Garden, Park",That residential house for sale in vipul world sector 48 gurgaon near spaze it park and welldone it park in gurgaon with gated secured and full powerbackup etc call us for more details,Vipul World,Vipul World,Private Garden GD Goenka within 500m,House
1967,"5 Bedroom House in Sector 48, Gurgaon","5 Bedroom House in Sector 48, Gurgaon",₹8.7 Cr,"₹35,802 /sqft",5.0,5.0,5 BHK,2430.0,"2,430 sqft",,,East,RESALE,,,,"Garden, Park","Availlable for sale 5 bhk independent villas in gated complex modular kitchen power back up , park and pool facing villa ready to move in . More details and site visit please call",Eldeco Mansionz,Eldeco Mansionz,East Facing Private Garden,House
1968,"5 Bedroom House in Sector 72, Gurgaon","5 Bedroom House in Sector 72, Gurgaon",₹15 Cr,"₹17,647 /sqft",5.0,5.0,5 BHK,8500.0,"8,500 sqft",Built-up,,North,RESALE,,,,"Parking, Power Backup, Garden, Gated Community, Park","Luxury independent villa for sale tata primanti, gurugram An exclusive 8,500 sq ft independent villa available in the prestigious tata primanti township. This premium home offers 5 spacious bedrooms, 4 covered car parkings, and is located inside a secure gated community with power backup and beautifully landscaped parks. Designed for those who seek space, privacy, and elite living in one of gur...",Tata Primanti,Tata Primanti,North Facing Private Garden,House
