,listing_type,property_name,society,price,per_sqft,bedroom,bathroom,configuration,area,area_with_type,area_type,floor_number,facing,age_possession,furnish_details,balcony,additional_rooms,features,description,address,location,nearby_location,property_type
1100,Independent House,"3 Bedroom House in Sector 45, Gurgaon","3 Bedroom House in Sector 45, Gurgaon",₹3.9 Cr,"₹41,667 /sqft",3,3,3 BHK,936,936 sqft,Built-up,,North-East,RESALE,,,,Garden,"4 marla 104 sq.Yd. Corner house for sale The built-Up is available for sale in sector 45 at a reasonable rate. It is located at the best location of sector. It is near to school, dispensary, community center, shopping center, etc... Serious buyers, please contact. Call for site visit and more options","Sector 45, Gurgaon","Sector 45, Gurgaon",North-East Facing Private Garden,House
1101,Independent House,"6 Bedroom House in DLF Phase 4, Gurgaon","6 Bedroom House in DLF Phase 4, Gurgaon",₹10.75 Cr,"₹44,239 /sqft",6,6,6 BHK,2430,"2,430 sqft",,,North-East,RESALE,,,,Garden,"Immediately sale kothi in dlf 4 gated lane near market golf course shifting imitate value for money price . I have more option in dlf 1,2.3.4 and sectors sushant lok 1 contact nine eight one eight seven double five nine seven two.",DLF Galleria,DLF Galleria,North-East Facing Private Garden,House
1102,Independent House,"4 Bedroom House in Nirvana Country, Gurgaon","4 Bedroom House in Nirvana Country, Gurgaon",₹27 Cr,"₹38,720 /sqft",4,4,4 BHK,5940,"5,940 sqft",,,,RESALE,,3.0,,"Parking, Park","This 4 bhk house for sale in nirvana country, a well planned locality in gurgaon, is ideal for a family that is looking for complete peace of mind. Constructed on a super built up area of 660 sq.Yards, this house comprises 4 bedrooms, 4 bathrooms and 3 balconies. The houses comes with dedicated 2 open parking space(s) where you can easily park your vehicle(s). Another added advantage of this 10...",Unitech Espace,Unitech Espace,,House
1103,Independent House,"4 Bedroom House in Nirvana Country, Gurgaon","4 Bedroom House in Nirvana Country, Gurgaon",₹27 Cr,"₹45,454 /sqft",4,5,4 BHK,5940,"5,940 sqft",,,,RESALE,,,,,The biggest plot space in nirvana espace.,"Nirvana Country, Gurgaon","Nirvana Country, Gurgaon",Gated Society Corner Property,House
1104,Independent House,"3 Bedroom House in Sector 63A, Gurgaon","3 Bedroom House in Sector 63A, Gurgaon",₹2.75 Cr,"₹16,975 /sqft",3,3,3 BHK,1620,"1,620 sqft",,,,RESALE,,2.0,,Park,"Check out this 3 bhk house for sale in ashok estate sector 63a, a popular residential locality that contains many of the in-Demand properties in gurgaon. This residential house is located close to close to mall, close to hospital, close to school and close to highway. The floor plan additionally contains 3 bedrooms, 3 bathrooms and 2 balconies. All in all, the independent house is spread over a...",Elante Floors,Elante Floors,C.G.S international School Nearby Park Hospital Nearby,House
1105,Independent House,"3 Bedroom House in Sector 63A, Gurgaon","3 Bedroom House in Sector 63A, Gurgaon",₹2.7 Cr,"₹18,750 /sqft",3,3,3 BHK,1440,"1,440 sqft",,,North,RESALE,,2.0,,Garden,"Looking to buy an independent house in gurgaon? Do check out this 3 bhk house in ashok estate sector 63a, which is an ideal choice for a family. This residential property boasts proximity to key landmarks like close to hospital, close to school, close to highway and close to mall. The floor plan additionally contains 3 bedrooms, 3 bathrooms and 2 balconies. All in all, the independent house is ...",Elante Floors,Elante Floors,North Facing Private Garden,House
1106,Independent House,"4 Bedroom House in Sector 63, Gurgaon","4 Bedroom House in Sector 63, Gurgaon",₹5.25 Cr,"₹17,677 /sqft",4,4,4 BHK,2970,"2,970 sqft",,,North,RESALE,,,,,"Planning to buy an individual house in gurgaon. Then you should definitely check out this 4 bhk house for sale in samsara phase 2 sector 63, a well-Planned and well-Connected locality in gurgaon. This residential house is located close to close to highway, close to hospital, close to school and close to mall. This house occupies a super built up area of 330 sq.Yards and contains 4 bedrooms, 4 b...",Elante Floors,Elante Floors,North Facing Heritage Xperiential Learning Nearby,House
1107,Independent House,"4 Bedroom House in Block M New Palam Vihar Phase 1, Gurgaon","4 Bedroom House in Block M New Palam Vihar Phase 1, Gurgaon",₹1.75 Cr,"₹16,204 /sqft",4,3,4 BHK,1080,"1,080 sqft",Covered,,,RESALE,,2.0,,"Parking, Garden, Park","Looking to buy an independent house in gurgaon? Do check out this 4 bhk house in block m new palam vihar phase 1, which is an ideal choice for a family. Constructed on a super built up area of 120 sq.Yards, this house comprises 4 bedrooms, 3 bathrooms and 2 balconies. Your vehicle(s) can be easily parked as this house comes with 1 covered parking. Moreover, this house is currently under constru...","Block M New Palam Vihar Phase 1, Gurgaon","Block M New Palam Vihar Phase 1, Gurgaon",Private Garden Overlooking Main Road,House
1108,Independent House,"4 Bedroom House in Block M New Palam Vihar Phase 1, Gurgaon","4 Bedroom House in Block M New Palam Vihar Phase 1, Gurgaon",₹3.35 Cr,"₹13,993 /sqft",4,3,4 BHK,2394,"2,394 sqft",Covered,,East,RESALE,,3.0,,"Parking, Garden, Park","Block m new palam vihar phase 1 is one of gurgaon's most sought after destination for residential houses and this 4 bhk house in block m new palam vihar phase 1 is your opportunity to be a part of this community. Constructed on a super built up area of 266 sq.Yards, this house comprises 4 bedrooms, 3 bathrooms and 3 balconies. The houses comes with dedicated 1 covered parking space(s) where you...","Block M New Palam Vihar Phase 1, Gurgaon","Block M New Palam Vihar Phase 1, Gurgaon",East Facing Private Garden,House
1109,Independent House,"10 Bedroom House in Palam Vihar, Gurgaon","10 Bedroom House in Palam Vihar, Gurgaon",₹4.6 Cr,"₹29,544 /sqft",10,7,10 BHK,1557,"1,557 sqft",Covered,3,East,RESALE,,8.0,,"Parking, Garden, Park","House details* area 173 sq yard with ample parking space upto 4 cars can be parked. Modular kitchen. 10 bathrooms 8 balcony with huge garden along with the house *full grill work done in house. Full tile work done on front courtyard and back yard walls, fully covered with tiles* extentable house can be made constructed and can make 3 floors with 10 bhk on each floor. That is total 9 rooms plus ...","Palam Vihar, Gurgaon","Palam Vihar, Gurgaon",East Facing Private Garden,House
1110,Independent House,"5 Bedroom House in Palam Vihar, Gurgaon","5 Bedroom House in Palam Vihar, Gurgaon",₹3.9 Cr,"₹25,048 /sqft",5,5,5 BHK,1557,"1,557 sqft",Covered,3,,RESALE,,4.0,,"Parking, Garden, Park","House details* area 173 sq yard with ample parking space upto 4 cars can be parked. Modular kitchen. 10 bathrooms 4 balcony with huge garden along with the house *full grill work done in house. Full tile work done on front courtyard and back yard walls, fully covered with tiles* extentable house can be made constructed and can make 3 floors with 5 bhk on each floor. That is total 9 rooms plus t...","Palam Vihar, Gurgaon","Palam Vihar, Gurgaon",Private Garden Gated Society,House
1111,Independent House,"6 Bedroom House in G block DLF City Phase 1, Gurgaon","6 Bedroom House in G block DLF City Phase 1, Gurgaon",₹13.6 Cr,"₹37,778 /sqft",6,7,6 BHK,3600,"3,600 sqft",,,North,RESALE,,,,Garden,"Available for sale 7bhk independent villa in dlf phase 1,gurgaon. Its a semifurnished villa on a plot size of 400 yards with spacious bedrooms and attached washrooms Its a north facing villa on 12mtr wide road. Its close to metro and market.Please call for more details.","G block DLF City Phase 1, Gurgaon","G block DLF City Phase 1, Gurgaon",North Facing Private Garden,House
1112,Independent House,"8 Bedroom House in G block DLF City Phase 1, Gurgaon","8 Bedroom House in G block DLF City Phase 1, Gurgaon",₹13.5 Cr,"₹42,857 /sqft",8,8,8 BHK,3150,"3,150 sqft",,,North,RESALE,,,,"Parking, Garden, Park","Available for sale 8bhk independent villa in dlf phase 1 ,g block gurgaon. Its a semifurnished villa with excellent wooden work and modular kitchen and comes with 4 -5 car parkings space .Its a floor wise built up kothi ideal for a joint family. Its facing north .Please call for more details.","G block DLF City Phase 1, Gurgaon","G block DLF City Phase 1, Gurgaon",North Facing Private Garden,House
1113,Independent House,"5 Bedroom House in DLF Phase 3, Gurgaon","5 Bedroom House in DLF Phase 3, Gurgaon",₹11.21 Cr,"₹39,416 /sqft",5,5,5 BHK,2844,"2,844 sqft",,,East,RESALE,Semi Furnished,,,"Garden, Security","7b/r semi furnished independent house/kothi for sale in dlf phase-Iii, consisting of ground floor , first floor, second floor, east facing well maintained front and rear lawn is so beautiful plot area 316 sq. Yds marble flooring, perfect with important school ,bank, medical facilities , it is very well connected to ambience mall, 24*7 security guards and maintenance is very well. Gated complex.",Cyber City,Cyber City,East Facing Private Garden,House
1114,Independent House,"9 Bedroom House in DLF Phase 3, Gurgaon","9 Bedroom House in DLF Phase 3, Gurgaon",₹16.5 Cr,"₹36,521 /sqft",9,9,9 BHK,4518,"4,518 sqft",,2,North,RESALE,,,,"Parking, Garden, Security, Park","9 b/r luxurious a class construction independent kothi sale on plot area 502 sq. Yds consisting of ground +2 floor north facing park facing vastu ok, marble flooring, independent parking slot , near to metro station mall, cyber hubs, dlf down town 24*7 security guards and maintenance is very well. Gated complex closed to nh-8.",Cyber City,Cyber City,North Facing Private Garden,House
1115,Independent House,"8 Bedroom House in DLF Phase 3, Gurgaon","8 Bedroom House in DLF Phase 3, Gurgaon",₹17.5 Cr,"₹38,734 /sqft",8,8,8 BHK,4518,"4,518 sqft",,2,East,RESALE,,,,"Parking, Garden, Park","Luxurious a class construction indepedent house avilable for for sale on plot area 502 sq. Yds consisting of ground +2 floor east facing near park vastu ok, marble flooring, independent parking slot , 3b/r each floor with sq closed to metro station .",Cyber City,Cyber City,East Facing Private Garden,House
1116,Independent House,"5 Bedroom House in DLF Phase 3, Gurgaon","5 Bedroom House in DLF Phase 3, Gurgaon",₹6.11 Cr,"₹41,650 /sqft",5,5,5 BHK,1467,"1,467 sqft",,,East,RESALE,,,,"Security, CCTV","2+1 stories without basement independent house available foe sale its , very high quality very well maintained 2-Side open , following facilities within a 2-Km radius sikenderpure whole sale market shopping mall , restaurant gurudronarcharya metro-Station full gated security 24*7 guards house cctv cameras fitted , east facing only contact n-User.",Cyber City,Cyber City,East Facing naraina hospital Nearby,House
1117,Independent House,"4 Bedroom House in DLF Phase 3, Gurgaon","4 Bedroom House in DLF Phase 3, Gurgaon",₹6.05 Cr,"₹41,241 /sqft",4,4,4 BHK,1467,"1,467 sqft",,,East,RESALE,,,,"Garden, Security, CCTV","Brand independent 163 sq.Yds. House avilable for sale its very high quality very well maintained 2-Side open , no building on backsides overlooking following facilities within a 2-Km radius sikenderpure whole sale market shopping mall , restaurant gurudronarcharya metro-Station full gated security 24*7 guards house cctv cameras fitted .",Cyber City,Cyber City,East Facing Private Garden,House
1118,Independent House,"5 Bedroom House in DLF Phase 3, Gurgaon","5 Bedroom House in DLF Phase 3, Gurgaon",₹5.85 Cr,"₹39,877 /sqft",5,5,5 BHK,1467,"1,467 sqft",,,East,RESALE,,,,"Garden, Security, Park","163 sq. Yds kothi for sale east facing just behind the near metro station in v-Block park facing very good location for n-User for making kothi well maintained plot , vaastu ok full gated security 24*7 guards gated complex .",Cyber City,Cyber City,East Facing Private Garden,House
1119,Independent House,"5 Bedroom House in DLF Phase 3, Gurgaon","5 Bedroom House in DLF Phase 3, Gurgaon",₹6 Cr,"₹40,900 /sqft",5,5,5 BHK,1467,"1,467 sqft",,,,RESALE,,,,"Garden, Security","163 sq.Yds. Kothi for sale west facing just behind the moulsari road in v-Block east facing very good location for builder and n-User, kothi well maintained , vaastu ok full gated security 24*7 guards nearby near air port is about 7km super specialty hospital ambience mall, cyber hubs, good security and maintenance is very well. Gated complex .",Cyber City,Cyber City,Private Garden shri-ram school Nearby,House
1120,Independent House,"4 Bedroom House in DLF Phase 3, Gurgaon","4 Bedroom House in DLF Phase 3, Gurgaon",₹6.1 Cr,"₹41,581 /sqft",4,4,4 BHK,1467,"1,467 sqft",,,North,RESALE,,,,"Garden, Security, Park","Park facing 163 sq. Ydsd, kothi for sale just behind the moulsari road in v-Block east facing very good location for n-User well maintained , vaastu ok full gated security 24*7 guards nearby top school. Near air por. Gated complex .",Cyber City,Cyber City,North Facing Private Garden,House
1121,Independent House,"9 Bedroom House in DLF Phase 3, Gurgaon","9 Bedroom House in DLF Phase 3, Gurgaon",₹15 Cr,"₹33,200 /sqft",9,9,9 BHK,4518,"4,518 sqft",,,East,RESALE,,,,"Garden, Security","Luxurious 9b/r independent house/villa for sale in dlf phase-Iii, this is super luxury house well maintained so house front and rear lawn is so beautiful plot area 502 sq. Yds marble flooring, consisting og basement , ground floor ,first floor, second floor , it is suite your high class life style. 24*7 security guards and maintenance is very well. Gated complex .",Cyber City,Cyber City,East Facing Private Garden,House
1122,Independent House,"4 Bedroom House in DLF Phase 3, Gurgaon","4 Bedroom House in DLF Phase 3, Gurgaon",₹13.5 Cr,"₹37,313 /sqft",4,4,4 BHK,3618,"3,618 sqft",,,North-East,RESALE,Semi Furnished,,,"Garden, Security","9b/r semi furnished villa/kothi for sale in dlf phase-Iii, front and rear lawn is so beautiful plot area 402 sq. Yds marble flooring, consisting of basement ,ground floor, first floor,snd second floor and near air port is about 7km super specialty cyber hubs, good 24*7 security guards and maintenance is very well. Gated complex closed to nh-8.",Cyber City,Cyber City,North-East Facing Private Garden,House
1123,Independent House,"6 Bedroom House in DLF Phase 3, Gurgaon","6 Bedroom House in DLF Phase 3, Gurgaon",₹10 Cr,"₹35,162 /sqft",6,6,6 BHK,2844,"2,844 sqft",,,North-East,RESALE,,,,Garden,"6b/r duplex house/villa for sale in dlf phase-Iii, this is luxury house with 100% power back-Up house is in beautiful condition plot area 316 sq. Yds marble flooring, perfect with important school ,bank, medical facilities , it is well connected to ambience mall state bank of india , and mall and shriram school to suite your high class life style.",Cyber City,Cyber City,North-East Facing Private Garden,House
